Age,Gender,MaritalStatus,DistanceFromHome,Attrition,BusinessTravel,Department,JobRole,JobLevel,Education,EducationField,MonthlyIncome,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,NumCompaniesWorked,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,EnvironmentSatisfaction,JobSatisfaction,JobInvolvement,PerformanceRating,RelationshipSatisfaction,WorkLifeBalance,OverTime,Distance_Group,Age_Group,Hike_Group,JobSat_Label,Stock_Label,IncomeBand
38,Female,Married,17,No,Travel_Rarely,Research & Development,Healthcare Representative,3,1,Life Sciences,8823,18,1,20,0,19,9,1,9,4,3,3,2,3,1,2,No,Far (16+ km),Mid Career (29-40),High (15-18%),High,Low,High
40,Male,Married,20,No,Travel_Rarely,Research & Development,Healthcare Representative,3,4,Technical Degree,10322,20,1,14,4,11,10,11,1,6,1,4,3,4,4,3,No,Far (16+ km),Mid Career (29-40),Top Tier (19-25%),Very High,Low,High
27,Male,Married,8,No,Non-Travel,Research & Development,Laboratory Technician,1,5,Life Sciences,4621,19,3,3,1,3,2,1,2,4,1,3,1,3,4,3,No,Moderate (6-15km),Early Career (18-28),Top Tier (19-25%),High,High,Medium
55,Male,Married,2,No,Travel_Frequently,Research & Development,Manufacturing Director,3,1,Life Sciences,10976,18,1,23,3,3,2,1,2,4,4,2,3,3,2,3,No,Close (0-5km),Experienced (41+),High (15-18%),Medium,Low,High
28,Female,Single,10,No,Travel_Rarely,Research & Development,Research Scientist,2,3,Other,3660,13,0,10,3,8,7,1,7,4,3,3,3,3,4,4,No,Moderate (6-15km),Early Career (18-28),Standard (11-14%),High,None,Medium
44,Male,Married,1,Yes,Travel_Rarely,Human Resources,Human Resources,3,2,Medical,10482,14,1,24,9,20,6,3,6,1,2,1,2,3,4,3,No,Close (0-5km),Experienced (41+),Standard (11-14%),Low,Low,High
33,Male,Divorced,5,No,Travel_Rarely,Research & Development,Healthcare Representative,3,3,Life Sciences,7119,15,1,9,4,3,2,1,2,2,4,4,2,3,3,3,No,Close (0-5km),Mid Career (29-40),High (15-18%),Very High,Low,High
35,Male,Single,4,Yes,Travel_Rarely,Sales,Sales Executive,3,3,Technical Degree,9582,22,0,9,0,8,7,4,7,2,4,1,3,4,1,3,Yes,Close (0-5km),Mid Career (29-40),Top Tier (19-25%),Low,None,High
33,Female,Single,29,Yes,Travel_Frequently,Research & Development,Research Scientist,2,4,Medical,4508,22,0,14,1,13,7,3,8,4,1,3,2,4,2,3,No,Far (16+ km),Mid Career (29-40),Top Tier (19-25%),High,None,Medium
28,Male,Divorced,15,No,Travel_Rarely,Research & Development,Laboratory Technician,1,2,Life Sciences,2207,16,1,4,1,4,2,2,2,5,1,3,3,3,4,2,No,Moderate (6-15km),Early Career (18-28),High (15-18%),High,Low,Low
34,Male,Single,3,No,Travel_Frequently,Research & Development,Healthcare Representative,2,1,Life Sciences,7756,17,0,7,0,6,2,0,4,1,1,4,3,3,3,2,No,Close (0-5km),Mid Career (29-40),High (15-18%),Very High,None,High
37,Female,Divorced,10,No,Travel_Rarely,Sales,Sales Executive,2,4,Life Sciences,6694,14,3,8,2,1,0,0,0,5,4,4,2,3,3,3,Yes,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),Very High,High,High
25,Male,Married,4,Yes,Travel_Rarely,Research & Development,Laboratory Technician,1,1,Technical Degree,3691,15,1,7,1,7,7,5,6,3,4,4,3,3,2,4,Yes,Close (0-5km),Early Career (18-28),High (15-18%),Very High,Low,Medium
26,Male,Divorced,21,Yes,Travel_Rarely,Research & Development,Laboratory Technician,1,3,Medical,2377,20,1,1,1,1,1,0,0,0,1,3,3,4,3,2,No,Far (16+ km),Early Career (18-28),Top Tier (19-25%),High,Low,Low
33,Male,Single,25,Yes,Travel_Rarely,Research & Development,Research Scientist,1,3,Medical,2313,20,0,5,4,2,2,2,2,0,1,2,2,4,2,3,Yes,Far (16+ km),Mid Career (29-40),Top Tier (19-25%),Medium,None,Low
42,Male,Married,2,No,Travel_Rarely,Research & Development,Manager,4,2,Medical,17665,17,1,23,0,22,6,13,7,3,4,1,3,3,4,3,No,Close (0-5km),Experienced (41+),High (15-18%),Low,Low,High
28,Male,Divorced,1,Yes,Travel_Frequently,Research & Development,Laboratory Technician,1,3,Medical,2596,15,2,1,1,1,0,0,0,2,1,2,2,3,1,3,No,Close (0-5km),Early Career (18-28),High (15-18%),Medium,Medium,Low
50,Male,Single,1,Yes,Travel_Frequently,Sales,Sales Executive,2,4,Other,4728,14,0,5,3,0,0,0,0,4,4,3,3,3,4,3,Yes,Close (0-5km),Experienced (41+),Standard (11-14%),High,None,Medium
33,Female,Married,7,No,Travel_Frequently,Sales,Sales Executive,2,3,Life Sciences,4302,17,1,4,0,3,2,0,2,3,4,2,3,3,3,3,No,Moderate (6-15km),Mid Career (29-40),High (15-18%),Medium,Low,Medium
34,Male,Married,3,No,Non-Travel,Research & Development,Research Scientist,1,4,Life Sciences,2979,17,3,6,3,0,0,0,0,2,3,4,2,3,4,3,No,Close (0-5km),Mid Career (29-40),High (15-18%),Very High,High,Low
48,Male,Single,1,No,Non-Travel,Research & Development,Manager,4,4,Medical,16885,22,0,27,2,5,4,2,1,3,1,4,4,4,3,2,No,Close (0-5km),Experienced (41+),Top Tier (19-25%),Very High,None,High
45,Female,Married,9,No,Non-Travel,Sales,Sales Executive,2,4,Life Sciences,5593,13,1,15,1,15,10,4,12,2,2,3,2,3,4,3,No,Moderate (6-15km),Experienced (41+),Standard (11-14%),High,Low,Medium
52,Male,Single,7,No,Travel_Rarely,Research & Development,Healthcare Representative,3,4,Life Sciences,10445,19,0,18,7,8,6,4,0,4,2,2,3,3,4,3,No,Moderate (6-15km),Experienced (41+),Top Tier (19-25%),Medium,None,High
38,Male,Divorced,10,No,Travel_Rarely,Sales,Sales Executive,3,4,Marketing,8740,14,2,9,0,8,7,2,7,2,3,3,2,3,2,3,Yes,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),High,Medium,High
29,Female,Divorced,28,No,Travel_Rarely,Research & Development,Research Scientist,1,4,Life Sciences,2514,22,1,11,4,7,5,1,7,1,3,4,3,4,1,3,No,Far (16+ km),Mid Career (29-40),Top Tier (19-25%),Very High,Low,Low
28,Female,Divorced,3,No,Travel_Rarely,Research & Development,Manufacturing Director,3,3,Medical,7655,17,3,10,0,9,7,1,7,3,4,2,3,3,2,2,No,Close (0-5km),Early Career (18-28),High (15-18%),Medium,High,High
46,Male,Married,3,No,Travel_Rarely,Sales,Manager,4,1,Marketing,17465,12,1,23,3,12,9,4,9,3,1,3,3,3,4,3,No,Close (0-5km),Experienced (41+),Standard (11-14%),High,Low,High
38,Male,Single,2,No,Travel_Rarely,Sales,Sales Executive,3,2,Marketing,7351,16,0,10,7,1,0,0,0,2,4,2,3,3,3,3,No,Close (0-5km),Mid Career (29-40),High (15-18%),Medium,None,High
43,Female,Married,27,No,Travel_Frequently,Research & Development,Manufacturing Director,3,3,Life Sciences,10820,11,1,18,8,8,7,0,1,1,3,1,3,3,3,3,No,Far (16+ km),Experienced (41+),Standard (11-14%),Low,Low,High
39,Male,Divorced,2,Yes,Travel_Frequently,Research & Development,Healthcare Representative,4,3,Life Sciences,12169,11,3,21,7,18,7,11,5,4,1,4,3,3,4,3,No,Close (0-5km),Mid Career (29-40),Standard (11-14%),Very High,High,High
40,Male,Single,14,No,Travel_Rarely,Research & Development,Research Director,5,3,Medical,19626,14,0,21,1,20,7,4,9,2,3,3,2,3,1,4,No,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),High,None,High
21,Female,Single,1,No,Travel_Rarely,Research & Development,Research Scientist,1,1,Technical Degree,2070,11,0,2,1,2,2,2,2,6,4,2,2,3,3,4,Yes,Close (0-5km),Early Career (18-28),Standard (11-14%),Medium,None,Low
39,Male,Single,9,No,Non-Travel,Research & Development,Laboratory Technician,2,3,Life Sciences,6782,15,0,9,9,5,4,0,3,2,3,2,3,3,3,2,No,Moderate (6-15km),Mid Career (29-40),High (15-18%),Medium,None,High
36,Male,Single,18,No,Non-Travel,Research & Development,Manufacturing Director,2,4,Life Sciences,7779,20,0,18,2,11,9,0,9,0,1,4,3,4,1,3,No,Far (16+ km),Mid Career (29-40),Top Tier (19-25%),Very High,None,High
31,Male,Married,20,No,Travel_Frequently,Sales,Sales Representative,1,3,Life Sciences,2791,12,1,3,0,2,2,2,2,4,3,4,4,3,1,3,No,Far (16+ km),Mid Career (29-40),Standard (11-14%),Very High,Low,Low
28,Male,Married,2,No,Travel_Rarely,Research & Development,Research Scientist,1,1,Life Sciences,3201,17,0,6,0,5,3,0,4,2,1,2,2,3,1,1,No,Close (0-5km),Early Career (18-28),High (15-18%),Medium,None,Low
35,Male,Divorced,11,No,Travel_Frequently,Sales,Sales Executive,2,2,Marketing,4968,11,1,5,1,5,2,0,2,3,4,4,3,3,4,3,No,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),Very High,Low,Medium
49,Male,Married,8,No,Travel_Rarely,Sales,Sales Executive,4,4,Technical Degree,13120,17,1,22,6,9,8,2,3,3,4,2,2,3,2,3,No,Moderate (6-15km),Experienced (41+),High (15-18%),Medium,Low,High
34,Male,Single,2,No,Travel_Frequently,Research & Development,Manufacturing Director,2,2,Life Sciences,4033,11,0,5,2,3,2,0,2,3,4,3,3,3,4,2,No,Close (0-5km),Mid Career (29-40),Standard (11-14%),High,None,Medium
29,Female,Divorced,10,No,Travel_Frequently,Research & Development,Research Scientist,1,3,Life Sciences,3291,14,2,8,0,7,5,1,1,2,4,2,3,3,4,2,No,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),Medium,Medium,Low
42,Male,Single,29,No,Travel_Rarely,Research & Development,Laboratory Technician,2,3,Medical,4272,19,0,16,4,1,0,0,0,3,2,4,1,3,1,3,No,Far (16+ km),Experienced (41+),Top Tier (19-25%),Very High,None,Medium
29,Male,Married,8,No,Travel_Rarely,Research & Development,Manufacturing Director,2,1,Medical,5056,15,1,10,1,10,7,1,2,2,2,4,2,3,3,2,Yes,Moderate (6-15km),Mid Career (29-40),High (15-18%),Very High,Low,Medium
38,Male,Married,1,No,Travel_Rarely,Human Resources,Human Resources,1,3,Human Resources,2844,13,1,7,1,7,6,5,0,2,3,3,4,3,4,4,No,Close (0-5km),Mid Career (29-40),Standard (11-14%),High,Low,Low
28,Male,Divorced,6,No,Travel_Frequently,Research & Development,Research Scientist,1,3,Life Sciences,2703,14,1,3,1,3,1,0,2,2,3,3,2,3,4,3,Yes,Moderate (6-15km),Early Career (18-28),Standard (11-14%),High,Low,Low
18,Male,Single,8,Yes,Non-Travel,Research & Development,Laboratory Technician,1,1,Medical,1904,12,0,0,1,0,0,0,0,0,3,3,3,3,4,3,No,Moderate (6-15km),Early Career (18-28),Standard (11-14%),High,None,Low
33,Female,Single,9,Yes,Travel_Rarely,Sales,Sales Executive,2,4,Marketing,8224,17,0,6,0,5,2,0,3,3,1,1,3,3,1,3,Yes,Moderate (6-15km),Mid Career (29-40),High (15-18%),Low,None,High
41,Male,Married,12,No,Travel_Rarely,Research & Development,Laboratory Technician,1,4,Life Sciences,4766,11,1,6,3,1,0,0,0,4,2,4,3,3,1,3,Yes,Moderate (6-15km),Experienced (41+),Standard (11-14%),Very High,Low,Medium
31,Male,Married,15,Yes,Travel_Frequently,Research & Development,Laboratory Technician,1,3,Medical,2610,12,1,2,1,2,2,2,2,5,3,3,3,3,3,2,No,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),High,Low,Low
37,Female,Divorced,25,No,Travel_Rarely,Research & Development,Healthcare Representative,2,2,Medical,5731,13,2,9,7,6,2,1,3,2,3,4,2,3,3,3,No,Far (16+ km),Mid Career (29-40),Standard (11-14%),Very High,Medium,Medium
27,Male,Married,6,No,Travel_Rarely,Research & Development,Research Scientist,1,3,Life Sciences,2539,13,1,4,1,4,2,2,2,0,4,3,2,3,3,3,No,Moderate (6-15km),Early Career (18-28),Standard (11-14%),High,Low,Low
34,Female,Married,9,No,Travel_Rarely,Sales,Sales Executive,2,1,Life Sciences,5714,20,0,6,1,6,5,1,3,3,2,3,3,4,1,2,No,Moderate (6-15km),Mid Career (29-40),Top Tier (19-25%),High,None,Medium
35,Male,Single,8,No,Travel_Rarely,Human Resources,Human Resources,1,4,Technical Degree,4323,17,0,6,1,5,4,1,4,2,3,3,3,3,2,1,No,Moderate (6-15km),Mid Career (29-40),High (15-18%),High,None,Medium
29,Female,Married,23,Yes,Travel_Rarely,Sales,Sales Executive,3,1,Life Sciences,7336,13,1,11,1,11,8,3,10,3,4,1,2,3,1,1,No,Far (16+ km),Mid Career (29-40),Standard (11-14%),Low,Low,High
40,Female,Single,9,No,Travel_Frequently,Research & Development,Research Director,3,4,Medical,13499,17,0,20,9,18,7,2,13,3,2,3,3,3,3,2,No,Moderate (6-15km),Mid Career (29-40),High (15-18%),High,None,High
42,Male,Single,12,Yes,Travel_Frequently,Sales,Sales Executive,4,3,Life Sciences,13758,12,0,22,0,21,9,13,14,2,3,1,3,3,2,2,Yes,Moderate (6-15km),Experienced (41+),Standard (11-14%),Low,None,High
42,Male,Single,4,No,Travel_Rarely,Sales,Sales Executive,2,4,Marketing,5155,13,0,9,7,6,4,1,5,3,2,1,3,3,4,4,No,Close (0-5km),Experienced (41+),Standard (11-14%),Low,None,Medium
35,Male,Married,1,No,Travel_Rarely,Research & Development,Laboratory Technician,1,4,Medical,2258,12,1,10,6,8,0,1,7,2,4,3,2,3,2,3,No,Close (0-5km),Mid Career (29-40),Standard (11-14%),High,Low,Low
24,Male,Single,24,No,Travel_Rarely,Research & Development,Laboratory Technician,1,3,Medical,3597,22,0,6,8,4,3,1,2,2,4,2,3,4,4,3,No,Far (16+ km),Early Career (18-28),Top Tier (19-25%),Medium,None,Low
28,Female,Married,12,Yes,Travel_Rarely,Research & Development,Laboratory Technician,1,1,Life Sciences,2515,11,0,1,1,1,1,0,0,4,3,4,3,3,4,2,Yes,Moderate (6-15km),Early Career (18-28),Standard (11-14%),Very High,None,Low
26,Male,Married,3,No,Travel_Rarely,Research & Development,Laboratory Technician,1,4,Medical,4420,22,1,8,1,8,7,0,7,2,1,4,4,4,2,3,No,Close (0-5km),Early Career (18-28),Top Tier (19-25%),Very High,Low,Medium
30,Male,Married,10,No,Travel_Rarely,Sales,Sales Executive,2,3,Marketing,6578,18,1,10,1,10,3,1,4,3,3,3,2,3,1,3,No,Moderate (6-15km),Mid Career (29-40),High (15-18%),High,Low,High
40,Female,Married,26,No,Travel_Frequently,Research & Development,Research Scientist,2,2,Medical,4422,13,1,16,3,1,1,0,0,3,3,4,2,3,4,1,Yes,Far (16+ km),Mid Career (29-40),Standard (11-14%),Very High,Low,Medium
35,Male,Divorced,2,No,Travel_Rarely,Research & Development,Manufacturing Director,3,3,Life Sciences,10274,18,1,15,2,7,7,6,4,2,3,2,2,3,2,4,No,Close (0-5km),Mid Career (29-40),High (15-18%),Medium,Low,High
34,Male,Single,1,No,Travel_Frequently,Research & Development,Healthcare Representative,2,3,Medical,5343,20,0,14,0,13,9,4,9,3,4,1,2,4,3,3,No,Close (0-5km),Mid Career (29-40),Top Tier (19-25%),Low,None,Medium
35,Male,Married,4,No,Travel_Frequently,Research & Development,Laboratory Technician,1,4,Other,2376,13,1,2,1,2,2,2,2,2,4,4,2,3,2,4,No,Close (0-5km),Mid Career (29-40),Standard (11-14%),Very High,Low,Low
43,Female,Single,9,Yes,Travel_Rarely,Sales,Sales Executive,2,3,Marketing,5346,13,0,7,8,4,3,1,3,2,1,3,1,3,2,2,No,Moderate (6-15km),Experienced (41+),Standard (11-14%),High,None,Medium
32,Female,Divorced,2,No,Non-Travel,Sales,Sales Representative,1,1,Life Sciences,2827,12,3,1,1,1,0,0,0,3,3,1,3,3,3,3,No,Close (0-5km),Mid Career (29-40),Standard (11-14%),Low,High,Low
56,Female,Divorced,4,No,Travel_Rarely,Research & Development,Manager,5,4,Technical Degree,19943,13,1,28,4,5,2,4,2,2,4,1,3,3,4,3,No,Close (0-5km),Experienced (41+),Standard (11-14%),Low,Low,High
29,Female,Married,6,No,Travel_Rarely,Research & Development,Laboratory Technician,1,1,Medical,3131,13,1,10,1,10,8,0,8,5,2,4,3,3,1,3,No,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),Very High,Low,Low
19,Male,Single,9,No,Travel_Rarely,Research & Development,Research Scientist,1,2,Life Sciences,2552,25,0,1,1,1,1,0,0,4,3,1,3,4,3,3,No,Moderate (6-15km),Early Career (18-28),Top Tier (19-25%),Low,None,Low
45,Female,Married,7,No,Travel_Rarely,Research & Development,Research Scientist,1,3,Medical,4477,19,1,7,4,3,2,0,2,2,1,3,3,3,3,2,Yes,Moderate (6-15km),Experienced (41+),Top Tier (19-25%),High,Low,Medium
37,Female,Married,1,No,Travel_Rarely,Research & Development,Manufacturing Director,2,3,Life Sciences,6474,13,1,14,1,14,8,3,11,2,4,4,2,3,2,2,No,Close (0-5km),Mid Career (29-40),Standard (11-14%),Very High,Low,Medium
20,Male,Single,3,No,Travel_Rarely,Research & Development,Laboratory Technician,1,3,Life Sciences,3033,12,0,2,1,2,2,1,2,2,1,3,2,3,1,2,No,Close (0-5km),Early Career (18-28),Standard (11-14%),High,None,Low
44,Male,Single,10,Yes,Travel_Rarely,Research & Development,Research Scientist,1,4,Life Sciences,2936,11,0,6,1,6,4,0,2,4,3,3,3,3,3,3,Yes,Moderate (6-15km),Experienced (41+),Standard (11-14%),High,None,Low
53,Female,Divorced,7,No,Travel_Rarely,Research & Development,Manager,5,2,Medical,18606,18,1,26,3,7,7,4,7,6,4,3,3,3,2,3,No,Moderate (6-15km),Experienced (41+),High (15-18%),High,Low,High
29,Female,Married,15,No,Travel_Rarely,Research & Development,Research Scientist,1,1,Life Sciences,2168,18,1,6,0,5,4,1,3,2,2,4,1,3,1,2,Yes,Moderate (6-15km),Mid Career (29-40),High (15-18%),Very High,Low,Low
22,Male,Married,3,Yes,Travel_Frequently,Research & Development,Research Scientist,1,4,Life Sciences,2853,11,1,1,0,0,0,0,0,5,3,4,2,3,2,3,Yes,Close (0-5km),Early Career (18-28),Standard (11-14%),Very High,Low,Low
46,Female,Married,2,No,Travel_Rarely,Sales,Manager,4,3,Marketing,17048,23,0,28,8,26,15,15,9,2,3,1,3,4,1,3,No,Close (0-5km),Experienced (41+),Top Tier (19-25%),Low,None,High
44,Male,Single,17,No,Non-Travel,Research & Development,Research Scientist,1,3,Life Sciences,2290,13,0,6,2,0,0,0,0,3,4,3,1,3,4,3,No,Far (16+ km),Experienced (41+),Standard (11-14%),High,None,Low
33,Male,Married,2,No,Travel_Rarely,Human Resources,Human Resources,1,3,Human Resources,3600,13,1,5,1,5,4,1,4,2,2,3,3,3,4,3,No,Close (0-5km),Mid Career (29-40),Standard (11-14%),High,Low,Low
41,Male,Divorced,5,Yes,Non-Travel,Research & Development,Research Scientist,1,2,Life Sciences,2107,17,1,5,6,1,0,0,0,2,1,1,2,3,1,1,No,Close (0-5km),Experienced (41+),High (15-18%),Low,Low,Low
30,Male,Divorced,29,No,Travel_Rarely,Sales,Sales Executive,2,4,Life Sciences,4115,19,3,8,8,4,3,0,3,3,3,1,3,3,3,3,No,Far (16+ km),Mid Career (29-40),Top Tier (19-25%),Low,High,Medium
40,Male,Married,2,No,Travel_Frequently,Sales,Sales Executive,2,4,Medical,4327,12,3,5,5,0,0,0,0,2,2,2,3,3,4,3,No,Close (0-5km),Mid Career (29-40),Standard (11-14%),Medium,High,Medium
50,Female,Married,2,No,Travel_Frequently,Research & Development,Manager,4,3,Medical,17856,22,1,32,2,2,2,2,2,3,4,1,3,4,3,3,No,Close (0-5km),Experienced (41+),Top Tier (19-25%),Low,Low,High
28,Male,Married,19,No,Travel_Rarely,Research & Development,Laboratory Technician,1,4,Medical,3196,12,3,6,1,6,5,3,3,2,4,1,2,3,3,3,No,Far (16+ km),Early Career (18-28),Standard (11-14%),Low,High,Low
46,Male,Married,15,No,Travel_Rarely,Research & Development,Research Director,5,2,Life Sciences,19081,11,1,25,5,4,2,0,3,2,4,2,3,3,1,3,No,Moderate (6-15km),Experienced (41+),Standard (11-14%),Medium,Low,High
35,Male,Married,17,No,Travel_Rarely,Sales,Sales Executive,2,4,Life Sciences,8966,15,3,15,3,7,7,1,7,2,3,1,3,3,4,3,Yes,Far (16+ km),Mid Career (29-40),High (15-18%),Low,High,High
24,Female,Married,17,Yes,Travel_Rarely,Research & Development,Laboratory Technician,1,2,Life Sciences,2210,13,1,1,1,1,0,0,0,3,4,2,3,3,1,1,No,Far (16+ km),Early Career (18-28),Standard (11-14%),Medium,Low,Low
33,Female,Married,25,No,Travel_Frequently,Sales,Sales Executive,2,3,Medical,4539,12,1,10,1,10,7,0,1,3,2,3,3,3,1,2,No,Far (16+ km),Mid Career (29-40),Standard (11-14%),High,Low,Medium
36,Male,Divorced,6,No,Travel_Rarely,Research & Development,Laboratory Technician,1,4,Life Sciences,2741,14,1,7,1,7,7,1,7,4,3,3,1,3,3,3,No,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),High,Low,Low
30,Male,Divorced,7,No,Travel_Rarely,Research & Development,Laboratory Technician,2,4,Life Sciences,3491,13,3,10,1,10,7,8,9,4,3,3,3,3,1,2,No,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),High,High,Low
44,Male,Single,29,No,Travel_Rarely,Research & Development,Research Scientist,2,4,Other,4541,25,0,20,1,20,11,13,17,3,4,4,3,4,2,3,No,Far (16+ km),Experienced (41+),Top Tier (19-25%),Very High,None,Medium
20,Male,Single,21,No,Travel_Rarely,Sales,Sales Representative,1,3,Marketing,2678,17,0,2,1,2,1,2,2,2,3,4,4,3,4,3,No,Far (16+ km),Early Career (18-28),High (15-18%),Very High,None,Low
46,Male,Divorced,2,No,Travel_Rarely,Research & Development,Manufacturing Director,2,4,Technical Degree,7379,11,1,12,2,6,3,1,4,3,4,4,3,3,3,2,No,Close (0-5km),Experienced (41+),Standard (11-14%),Very High,Low,High
42,Male,Married,2,No,Non-Travel,Human Resources,Human Resources,2,5,Medical,6272,16,1,10,7,4,3,0,3,3,4,1,4,3,1,4,No,Close (0-5km),Experienced (41+),High (15-18%),Low,Low,Medium
60,Male,Divorced,7,No,Travel_Rarely,Sales,Sales Executive,2,4,Marketing,5220,18,1,12,0,11,7,1,9,3,2,4,4,3,2,3,Yes,Moderate (6-15km),Experienced (41+),High (15-18%),Very High,Low,Medium
32,Female,Married,13,No,Travel_Frequently,Research & Development,Laboratory Technician,1,3,Other,2743,20,1,2,1,2,2,2,2,2,3,2,2,4,3,3,No,Moderate (6-15km),Mid Career (29-40),Top Tier (19-25%),Medium,Low,Low
32,Female,Single,2,No,Travel_Frequently,Research & Development,Research Scientist,2,2,Life Sciences,4998,14,0,10,4,8,7,0,7,2,4,3,3,3,4,3,Yes,Close (0-5km),Mid Career (29-40),Standard (11-14%),High,None,Medium
36,Female,Divorced,1,No,Travel_Rarely,Research & Development,Manufacturing Director,3,3,Technical Degree,10252,21,1,17,2,7,7,7,7,2,3,1,1,4,3,3,Yes,Close (0-5km),Mid Career (29-40),Top Tier (19-25%),Low,Low,High
33,Male,Married,9,No,Travel_Rarely,Research & Development,Research Scientist,1,3,Medical,2781,13,1,15,0,14,10,4,10,5,1,4,3,3,2,3,No,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),Very High,Low,Low
40,Female,Divorced,10,No,Travel_Rarely,Sales,Sales Executive,2,3,Technical Degree,6852,12,1,7,7,5,1,1,3,2,2,2,2,3,2,4,No,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),Medium,Low,High
25,Male,Single,10,No,Travel_Rarely,Sales,Sales Executive,2,4,Life Sciences,4950,14,0,5,0,4,3,1,1,4,3,4,3,3,2,3,No,Moderate (6-15km),Early Career (18-28),Standard (11-14%),Very High,None,Medium
30,Male,Married,1,No,Travel_Rarely,Research & Development,Research Scientist,1,3,Medical,3579,21,1,12,0,11,9,5,7,2,4,2,3,4,1,3,Yes,Close (0-5km),Mid Career (29-40),Top Tier (19-25%),Medium,Low,Low
42,Female,Married,26,No,Travel_Frequently,Research & Development,Research Director,3,5,Medical,13191,17,0,20,3,1,0,0,0,6,1,1,3,3,3,3,Yes,Far (16+ km),Experienced (41+),High (15-18%),Low,None,High
35,Female,Married,8,No,Non-Travel,Sales,Sales Executive,3,2,Marketing,10377,11,1,16,4,13,2,4,12,6,3,4,2,3,2,2,Yes,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),Very High,Low,High
27,Male,Married,14,No,Travel_Rarely,Research & Development,Research Scientist,1,3,Life Sciences,2235,14,2,9,1,9,7,6,8,3,1,1,3,3,4,2,Yes,Moderate (6-15km),Early Career (18-28),Standard (11-14%),Low,Medium,Low
54,Female,Divorced,1,No,Travel_Frequently,Research & Development,Manufacturing Director,3,4,Life Sciences,10502,17,1,33,7,5,4,1,4,2,4,3,3,3,1,1,No,Close (0-5km),Experienced (41+),High (15-18%),High,Low,High
44,Female,Married,2,No,Travel_Rarely,Research & Development,Research Scientist,1,1,Life Sciences,2011,13,1,10,1,10,5,7,7,5,1,4,4,3,4,3,No,Close (0-5km),Experienced (41+),Standard (11-14%),Very High,Low,Low
19,Female,Single,10,Yes,Non-Travel,Research & Development,Research Scientist,1,3,Medical,1859,25,0,1,1,1,1,0,0,2,1,2,2,4,2,4,Yes,Moderate (6-15km),Early Career (18-28),Top Tier (19-25%),Medium,None,Low
29,Female,Divorced,1,No,Travel_Rarely,Research & Development,Research Scientist,1,3,Life Sciences,3760,15,3,3,1,3,2,1,2,5,1,4,3,3,1,3,No,Close (0-5km),Mid Career (29-40),High (15-18%),Very High,High,Medium
54,Male,Married,3,No,Travel_Rarely,Research & Development,Research Director,4,3,Life Sciences,17779,14,0,36,3,10,9,0,9,2,4,4,3,3,1,3,No,Close (0-5km),Experienced (41+),Standard (11-14%),Very High,None,High
31,Male,Married,11,No,Travel_Rarely,Research & Development,Healthcare Representative,2,2,Medical,6833,12,0,6,1,6,5,0,1,2,3,1,3,3,4,2,Yes,Moderate (6-15km),Mid Career (29-40),Standard (11-14%),Low,None,High
31,Female,Single,24,No,Travel_Rarely,Research & Development,Healthcare Representative,2,3,Medical,6812,19,0,10,1,10,9,1,8,2,3,1,2,3,2,3,No,Far (16+ km),Mid Career (29-40),Top Tier (19-25%),Low,None,High
59,Female,Single,3,No,Travel_Rarely,Sales,Sales Executive,2,3,Life Sciences,5171,17,0,13,5,6,1,0,5,2,3,4,2,3,4,3,No,Close (0-5km),Experienced (41+),High (15-18%),Very High,None,Medium
43,Male,Married,3,No,Travel_Rarely,Research & Development,Research Director,5,3,Life Sciences,19740,14,1,25,3,8,7,0,7,2,3,4,1,3,2,3,No,Close (0-5km),Experienced (41+),Standard (11-14%),Very High,Low,High
49,Male,Married,4,No,Travel_Rarely,Research & Development,Manager,5,2,Medical,18711,13,1,23,2,1,0,0,0,2,1,3,2,3,3,4,No,Close (0-5km),Experienced (41+),Standard (11-14%),High,Low,High
36,Male,Married,3,No,Travel_Frequently,Research & Development,Research Scientist,1,3,Technical Degree,3692,12,0,12,1,11,10,0,7,2,3,2,3,3,3,2,No,Close (0-5km),Mid Career (29-40),Standard (11-14%),Medium,None,Medium
48,Male,Single,2,No,Travel_Rarely,Research & Development,Laboratory Technician,1,2,Technical Degree,2559,11,0,7,5,1,0,0,0,4,4,2,4,3,3,2,No,Close (0-5km),Experienced (41+),Standard (11-14%),Medium,None,Low
27,Male,Divorced,4,No,Travel_Rarely,Research & Development,Research Scientist,1,2,Life Sciences,2517,11,3,5,1,5,3,0,3,2,1,3,3,3,2,3,No,Close (0-5km),Early Career (18-28),Standard (11-14%),High,High,Low
